,RegionID,SizeRank,RegionName,RegionType,StateName,1/31/2020_x,2/29/2020_x,3/31/2020_x,4/30/2020_x,5/31/2020_x,6/30/2020_x,7/31/2020_x,8/31/2020_x,9/30/2020_x,10/31/2020_x,11/30/2020_x,12/31/2020_x,1/31/2021_x,2/28/2021_x,3/31/2021_x,4/30/2021_x,5/31/2021_x,6/30/2021_x,7/31/2021_x,8/31/2021_x,9/30/2021_x,10/31/2021_x,11/30/2021_x,12/31/2021_x,1/31/2022_x,2/28/2022_x,3/31/2022_x,4/30/2022_x,2020-NowAvg,1/31/2020_y,2/29/2020_y,3/31/2020_y,4/30/2020_y,5/31/2020_y,6/30/2020_y,7/31/2020_y,8/31/2020_y,9/30/2020_y,10/31/2020_y,11/30/2020_y,12/31/2020_y,1/31/2021_y,2/28/2021_y,3/31/2021_y,4/30/2021_y,5/31/2021_y,6/30/2021_y,7/31/2021_y,8/31/2021_y,9/30/2021_y,10/31/2021_y,11/30/2021_y,12/31/2021_y,1/31/2022_y,2/28/2022_y,3/31/2022_y,4/30/2022_y,2020-NowAvgDays,POPESTIMATE2020
549,394633,315,"Glens Falls, NY",Msa,NY,192664.0,193137.0,193471.0,192861.0,191560.0,190676.0,190730.0,191801.0,192539.0,193676.0,195996.0,198821.0,202355.0,205808.0,208929.0,212196.0,214691.0,217487.0,221061.0,224673.0,227946.0,229712.0,231179.0,234845.0,239156.0,244664.0,248562.0,251934,211897.5,88.0,99.0,39.0,37.0,50.0,27.0,27.0,16.0,26.0,31.0,27.0,58.0,60.0,19.0,15.0,7.0,7.0,9.0,11.0,10.0,11.0,13.0,43.0,21.0,19.0,15.0,13.0,8.0,28.785714285714285,14167
553,395232,316,"Winchester, VA",Msa,VA,248017.0,248634.0,250227.0,251800.0,252942.0,253422.0,254361.0,255989.0,258205.0,260550.0,263202.0,265722.0,269041.0,272582.0,277187.0,281251.0,285294.0,289371.0,293879.0,298873.0,303196.0,307026.0,310778.0,315287.0,319344.0,322200.0,323942.0,326126,280658.85714285716,89.0,62.0,49.0,61.0,61.0,53.0,63.0,52.0,55.0,42.0,48.0,54.0,54.0,45.0,41.0,42.0,42.0,40.0,42.0,45.0,44.0,49.0,47.0,49.0,51.0,44.0,37.0,36.0,49.892857142857146,27700
556,395120,317,"St. Joseph, MO",Msa,MO,122711.0,122088.0,122283.0,122414.0,122646.0,122920.0,123521.0,124530.0,125628.0,126332.0,127271.0,128197.0,129827.0,130843.0,132407.0,133856.0,135851.0,137971.0,140149.0,141937.0,143415.0,144343.0,145206.0,146199.0,147440.0,148966.0,150323.0,151922,133971.2857142857,102.0,58.0,61.0,59.0,46.0,48.0,49.0,48.0,51.0,51.0,61.0,50.0,69.0,50.0,44.0,37.0,39.0,43.0,38.0,46.0,44.0,46.0,49.0,51.0,61.0,42.0,37.0,35.0,50.535714285714285,74074
558,394905,319,"New Bern, NC",Msa,NC,163091.0,163636.0,164415.0,164894.0,165606.0,166295.0,167066.0,167863.0,168603.0,169907.0,170709.0,171751.0,173048.0,174892.0,177065.0,178676.0,180624.0,182626.0,185087.0,187710.0,190692.0,193252.0,196177.0,200295.0,204475.0,208651.0,211486.0,215050,180844.35714285713,87.0,68.0,56.0,69.0,68.0,75.0,67.0,60.0,63.0,50.0,57.0,64.0,55.0,45.0,44.0,45.0,44.0,48.0,47.0,47.0,45.0,45.0,45.0,44.0,49.0,40.0,41.0,40.0,53.857142857142854,29940
560,394802,321,"London, KY",Msa,KY,104847.0,104935.0,105069.0,104972.0,104106.0,103243.0,102618.0,103071.0,103681.0,104487.0,105528.0,106683.0,108483.0,110033.0,111662.0,112798.0,113684.0,114485.0,115240.0,116267.0,117279.0,118296.0,119310.0,121915.0,124457.0,126954.0,127891.0,128827,112172.17857142857,68.0,69.0,56.0,82.0,78.0,64.0,70.0,54.0,64.0,59.0,67.0,68.0,70.0,54.0,48.0,46.0,48.0,48.0,49.0,46.0,54.0,51.0,75.0,59.0,71.0,48.0,47.0,38.0,58.964285714285715,8072
562,394668,323,"Harrisonburg, VA",Msa,VA,232186.0,232753.0,233107.0,233722.0,234911.0,236198.0,237367.0,237897.0,238673.0,239338.0,241053.0,242691.0,246537.0,250138.0,253973.0,256406.0,258933.0,261455.0,263500.0,265775.0,267821.0,269868.0,271375.0,275572.0,279637.0,283521.0,284619.0,285747,254099.0357142857,33.0,14.0,7.0,15.0,11.0,12.0,11.0,8.0,6.0,6.0,12.0,19.0,9.0,7.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,11.0,9.0,8.0,8.0,6.0,5.0,9.464285714285714,53204
565,394635,327,"Goldsboro, NC",Msa,NC,133016.0,134169.0,135124.0,136181.0,137042.0,137400.0,137739.0,138120.0,139330.0,140662.0,142163.0,144172.0,146051.0,147726.0,149360.0,151159.0,153752.0,156423.0,159114.0,161435.0,163444.0,165998.0,168863.0,171780.0,174576.0,177494.0,181115.0,184538,152426.64285714287,62.0,67.0,58.0,57.0,61.0,53.0,48.0,51.0,50.0,43.0,45.0,54.0,50.0,41.0,43.0,45.0,43.0,44.0,46.0,44.0,48.0,48.0,44.0,47.0,49.0,40.0,40.0,41.0,48.642857142857146,34447
567,394661,329,"Hammond, LA",Msa,LA,167604.0,167548.0,167616.0,167340.0,166725.0,166436.0,166365.0,167502.0,168074.0,168820.0,168613.0,168604.0,168299.0,168698.0,169790.0,171407.0,173231.0,174546.0,176623.0,179201.0,181356.0,183979.0,186129.0,189124.0,192624.0,196431.0,200163.0,203087,175926.25,102.0,98.0,84.0,89.0,89.0,76.0,57.0,62.0,76.0,52.0,56.0,63.0,76.0,47.0,49.0,43.0,46.0,49.0,43.0,47.0,66.0,60.0,44.0,50.0,46.0,39.0,41.0,40.0,60.357142857142854,21359
569,395094,331,"Sherman, TX",Msa,TX,180777.0,182202.0,183898.0,184735.0,185015.0,185093.0,185408.0,186885.0,189297.0,192424.0,195160.0,196872.0,198620.0,200342.0,202754.0,206062.0,209336.0,213260.0,217360.0,223110.0,229083.0,234593.0,239201.0,244383.0,250100.0,256360.0,263002.0,270423,210919.82142857142,66.0,45.0,35.0,34.0,37.0,35.0,33.0,28.0,34.0,33.0,34.0,36.0,41.0,22.0,24.0,17.0,16.0,17.0,18.0,20.0,24.0,25.0,20.0,25.0,25.0,18.0,33.0,37.0,29.714285714285715,45136
571,395128,333,"Staunton, VA",Msa,VA,204122.0,204518.0,205064.0,205603.0,206596.0,207413.0,208396.0,209062.0,209764.0,210274.0,211511.0,212986.0,216569.0,219903.0,223513.0,225735.0,227904.0,230079.0,231923.0,234096.0,237444.0,238893.0,239859.0,241642.0,245135.0,248738.0,250105.0,251468,223511.25,47.0,20.0,7.0,10.0,10.0,6.0,6.0,7.0,8.0,10.0,8.0,12.0,20.0,8.0,5.0,5.0,5.0,5.0,5.0,6.0,7.0,8.0,12.0,11.0,12.0,6.0,5.0,5.0,9.857142857142858,25190
574,394893,334,"Muncie, IN",Msa,IN,95206.0,95370.0,95698.0,96345.0,97080.0,97785.0,98561.0,99733.0,100994.0,102261.0,103169.0,104157.0,104929.0,105703.0,106458.0,107634.0,109460.0,111981.0,114883.0,117766.0,120055.0,122095.0,124004.0,125706.0,127503.0,129411.0,132239.0,134409,110021.25,87.0,83.0,43.0,56.0,60.0,37.0,43.0,52.0,42.0,45.0,55.0,67.0,60.0,53.0,38.0,38.0,41.0,38.0,42.0,40.0,44.0,43.0,46.0,46.0,52.0,41.0,37.0,35.0,48.714285714285715,67523
577,394890,335,"Mount Vernon, WA",Msa,WA,392251.0,394244.0,395277.0,396944.0,397826.0,400929.0,404042.0,409351.0,413889.0,420294.0,427501.0,434265.0,440471.0,450123.0,459893.0,470373.0,475549.0,483741.0,493363.0,507530.0,518775.0,531057.0,542806.0,556175.0,567578.0,577422.0,581053.0,584316,468822.78571428574,10.0,7.0,6.0,7.0,7.0,8.0,6.0,6.0,7.0,8.0,7.0,7.0,6.0,5.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,8.0,8.0,7.0,7.0,6.0,6.0,6.0,6.785714285714286,36336
579,394307,336,"Albany, OR",Msa,OR,283567.0,284817.0,287231.0,288801.0,291165.0,292359.0,294148.0,296056.0,298626.0,301722.0,305763.0,310888.0,315871.0,320393.0,324492.0,328907.0,333838.0,340533.0,346822.0,354896.0,360752.0,367906.0,373218.0,379601.0,385054.0,391367.0,397226.0,403621,330701.4285714286,76.0,57.0,55.0,53.0,63.0,47.0,45.0,48.0,54.0,63.0,54.0,70.0,58.0,32.0,43.0,41.0,44.0,47.0,46.0,44.0,50.0,49.0,48.0,48.0,45.0,44.0,39.0,40.0,50.107142857142854,56129
580,395213,337,"Watertown, NY",Msa,NY,143633.0,145500.0,145183.0,145113.0,144908.0,145391.0,145932.0,146640.0,147141.0,147911.0,149317.0,150569.0,151732.0,152927.0,154847.0,155970.0,157546.0,158936.0,161295.0,162775.0,163909.0,164739.0,165979.0,167071.0,168086.0,169495.0,171526.0,174612,155667.25,136.0,125.0,107.0,167.0,110.0,83.0,87.0,106.0,109.0,102.0,117.0,113.0,116.0,114.0,73.0,60.0,70.0,73.0,88.0,95.0,92.0,101.0,103.0,117.0,89.0,82.0,65.0,57.0,98.46428571428571,24330
584,394474,339,"Cleveland, TN",Msa,TN,172249.0,173618.0,175154.0,176631.0,178142.0,179634.0,180840.0,182089.0,182724.0,183673.0,185596.0,188114.0,191371.0,193744.0,195994.0,197884.0,199851.0,202674.0,205982.0,209642.0,212912.0,216570.0,220638.0,226291.0,232319.0,239656.0,243679.0,247572,199830.10714285713,96.0,77.0,53.0,61.0,63.0,53.0,67.0,56.0,37.0,30.0,57.0,60.0,45.0,37.0,44.0,40.0,42.0,44.0,43.0,41.0,49.0,46.0,48.0,47.0,50.0,41.0,38.0,35.0,50.0,45948
586,394546,343,"Dunn, NC",Msa,NC,173347.0,173779.0,174213.0,175242.0,176318.0,177091.0,178701.0,180374.0,182723.0,184466.0,186405.0,188114.0,190055.0,192930.0,195378.0,198377.0,200719.0,204230.0,207818.0,211969.0,215699.0,219323.0,222599.0,226859.0,231757.0,236464.0,240957.0,245584,199696.10714285713,78.0,45.0,45.0,57.0,55.0,48.0,51.0,49.0,46.0,46.0,46.0,49.0,53.0,41.0,44.0,41.0,44.0,42.0,44.0,43.0,45.0,45.0,45.0,47.0,45.0,38.0,38.0,38.0,46.714285714285715,9684
588,394880,345,"Morristown, TN",Msa,TN,160412.0,159822.0,159638.0,159643.0,159885.0,160142.0,161082.0,161303.0,161320.0,160704.0,161452.0,163161.0,165533.0,167596.0,169967.0,172710.0,176917.0,179620.0,184374.0,186995.0,191162.0,192650.0,195155.0,197113.0,200064.0,204560.0,212059.0,220119,176612.7857142857,78.0,58.0,50.0,60.0,66.0,54.0,49.0,58.0,54.0,52.0,59.0,58.0,79.0,46.0,44.0,45.0,52.0,52.0,47.0,47.0,44.0,49.0,55.0,57.0,59.0,48.0,39.0,41.0,53.57142857142857,30275
589,394734,346,"Kankakee, IL",Msa,IL,147164.0,148290.0,148378.0,148921.0,148702.0,149400.0,150112.0,151036.0,152233.0,153501.0,154810.0,155790.0,157193.0,158598.0,159844.0,160705.0,161678.0,163087.0,164883.0,166681.0,168465.0,170387.0,172561.0,175114.0,177703.0,179799.0,181614.0,183157,161064.5,67.0,57.0,54.0,58.0,58.0,56.0,55.0,57.0,54.0,64.0,68.0,62.0,68.0,48.0,49.0,47.0,44.0,50.0,49.0,49.0,50.0,52.0,58.0,52.0,65.0,52.0,48.0,41.0,54.714285714285715,25668
591,394423,347,"Brunswick, GA",Msa,GA,185207.0,185640.0,186409.0,186699.0,187283.0,187839.0,188348.0,189130.0,190853.0,192867.0,195280.0,197014.0,199608.0,201801.0,204065.0,206402.0,208990.0,212161.0,215035.0,219768.0,224501.0,228677.0,230910.0,233438.0,237332.0,243408.0,249852.0,255750,208723.82142857142,84.0,52.0,61.0,58.0,80.0,73.0,64.0,69.0,44.0,38.0,50.0,32.0,47.0,28.0,35.0,30.0,11.0,11.0,7.0,8.0,10.0,9.0,8.0,14.0,17.0,6.0,9.0,6.0,34.32142857142857,16286
593,394932,348,"Ogdensburg, NY",Msa,NY,78923.0,78932.0,79168.0,79238.0,78983.0,78489.0,78129.0,78379.0,78981.0,80688.0,82024.0,83298.0,84052.0,84687.0,85109.0,87200.0,90319.0,93936.0,96107.0,98126.0,99743.0,100885.0,102827.0,105422.0,108128.0,108746.0,109363.0,110063,89998.03571428571,132.0,140.0,155.0,108.0,86.0,33.0,34.0,54.0,70.0,28.0,68.0,106.0,97.0,145.0,83.0,51.0,18.0,17.0,28.0,43.0,36.0,35.0,32.0,48.0,66.0,88.0,58.0,9.0,66.71428571428571,10388
597,753890,351,"Holland, MI",Msa,MI,207664.0,207842.0,208342.0,209714.0,212080.0,213840.0,214947.0,216672.0,218541.0,221296.0,223473.0,226340.0,229568.0,233231.0,236212.0,238212.0,239920.0,242892.0,247013.0,251807.0,256163.0,260023.0,263826.0,267476.0,271303.0,276507.0,281355.0,285619,237924.2142857143,98.0,68.0,53.0,65.0,80.0,24.0,12.0,50.0,55.0,54.0,54.0,54.0,59.0,46.0,46.0,44.0,43.0,42.0,44.0,44.0,47.0,50.0,49.0,49.0,53.0,41.0,42.0,37.0,50.107142857142854,33140
600,395218,352,"Wenatchee, WA",Msa,WA,377770.0,378894.0,380388.0,382015.0,384233.0,387433.0,390570.0,393510.0,395378.0,399395.0,403841.0,408998.0,414654.0,421607.0,429112.0,435500.0,443038.0,451688.0,460634.0,471281.0,480886.0,491551.0,498204.0,506929.0,515471.0,525639.0,532486.0,537866,439248.96428571426,94.0,62.0,45.0,54.0,50.0,54.0,49.0,53.0,54.0,53.0,52.0,52.0,54.0,46.0,42.0,43.0,45.0,44.0,45.0,45.0,46.0,49.0,54.0,65.0,62.0,44.0,44.0,6.0,50.214285714285715,34219
602,394778,353,"Lawrence, KS",Msa,KS,213649.0,213216.0,212921.0,214456.0,216205.0,217116.0,216292.0,218338.0,219804.0,221507.0,222603.0,225938.0,228978.0,232525.0,234737.0,237286.0,241388.0,246968.0,253350.0,257741.0,261955.0,267567.0,272343.0,275804.0,277197.0,278006.0,278602.0,281121,240629.0357142857,27.0,9.0,6.0,8.0,8.0,11.0,9.0,5.0,12.0,7.0,10.0,16.0,9.0,10.0,4.0,4.0,5.0,4.0,5.0,5.0,8.0,6.0,7.0,12.0,8.0,39.0,30.0,44.0,11.714285714285714,98448
606,394524,354,"Decatur, IL",Msa,IL,89746.0,89948.0,90262.0,90413.0,90634.0,90698.0,91372.0,91966.0,92538.0,93127.0,93572.0,94100.0,94429.0,94679.0,95398.0,96068.0,97059.0,97868.0,99012.0,100431.0,101810.0,103350.0,104677.0,106140.0,107136.0,108618.0,109882.0,111119,97359.0,147.0,95.0,69.0,76.0,67.0,74.0,61.0,61.0,61.0,65.0,66.0,74.0,73.0,64.0,52.0,48.0,52.0,50.0,50.0,49.0,52.0,62.0,49.0,56.0,54.0,55.0,46.0,43.0,63.25,70007
608,394867,355,"Missoula, MT",Msa,MT,352592.0,355994.0,359324.0,361581.0,363714.0,366146.0,368921.0,373125.0,378465.0,384351.0,389974.0,396206.0,403106.0,411568.0,423099.0,436740.0,451649.0,467334.0,483733.0,501769.0,515341.0,526188.0,534304.0,541911.0,555584.0,570418.0,580886.0,586549,444306.14285714284,100.0,53.0,53.0,55.0,40.0,33.0,54.0,47.0,47.0,59.0,59.0,50.0,50.0,44.0,43.0,42.0,45.0,43.0,42.0,43.0,46.0,45.0,46.0,53.0,45.0,40.0,39.0,40.0,48.42857142857143,76848
610,394369,357,"Bay City, MI",Msa,MI,108134.0,108875.0,109277.0,109776.0,109962.0,110229.0,110837.0,111691.0,112799.0,113332.0,114386.0,115862.0,117889.0,119918.0,121616.0,123443.0,125117.0,127189.0,129252.0,132053.0,134490.0,136769.0,138567.0,140136.0,141944.0,143452.0,145038.0,146278,123511.10714285714,60.0,37.0,26.0,38.0,8.0,9.0,9.0,7.0,9.0,7.0,16.0,10.0,8.0,13.0,5.0,5.0,5.0,6.0,10.0,13.0,20.0,22.0,21.0,22.0,46.0,14.0,13.0,7.0,16.642857142857142,32435
614,395039,359,"Roseburg, OR",Msa,OR,228888.0,229884.0,230454.0,231315.0,232105.0,233670.0,235241.0,237623.0,240481.0,243825.0,246387.0,248750.0,251506.0,254381.0,257991.0,261339.0,266466.0,271897.0,278733.0,285217.0,290954.0,295688.0,299797.0,304586.0,309875.0,313817.0,318614.0,322873,265084.1785714286,95.0,67.0,53.0,62.0,60.0,61.0,64.0,57.0,64.0,60.0,63.0,61.0,61.0,60.0,53.0,53.0,57.0,51.0,56.0,57.0,55.0,61.0,66.0,71.0,58.0,53.0,48.0,45.0,59.714285714285715,23493
616,395139,360,"Sumter, SC",Msa,SC,129802.0,130459.0,130404.0,131119.0,132326.0,132534.0,131964.0,131436.0,132735.0,134403.0,136142.0,137349.0,138352.0,139500.0,140654.0,141802.0,143234.0,145290.0,147403.0,149873.0,151886.0,154162.0,156221.0,158123.0,160174.0,162180.0,164883.0,167323,143276.17857142858,40.0,36.0,22.0,30.0,24.0,19.0,13.0,8.0,7.0,9.0,6.0,8.0,13.0,10.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,4.0,10.0,7.0,5.0,5.0,5.0,4.0,11.571428571428571,39439
618,395095,361,"Show Low, AZ",Msa,AZ,228932.0,229903.0,231566.0,233037.0,234487.0,235989.0,238071.0,240606.0,243502.0,247720.0,252793.0,258957.0,264897.0,270416.0,276138.0,281925.0,289197.0,299889.0,311475.0,321949.0,329050.0,335375.0,342024.0,348305.0,355837.0,362934.0,370978.0,378170,286218.64285714284,94.0,66.0,65.0,74.0,74.0,58.0,63.0,57.0,52.0,55.0,53.0,63.0,50.0,63.0,44.0,44.0,44.0,45.0,41.0,57.0,48.0,60.0,55.0,64.0,66.0,38.0,42.0,42.0,56.32142857142857,11578
620,394620,368,"Gadsden, AL",Msa,AL,95210.0,96127.0,96939.0,97715.0,98845.0,97721.0,96491.0,94751.0,95429.0,95934.0,96756.0,97518.0,98977.0,100384.0,102051.0,103205.0,105056.0,107430.0,109871.0,112189.0,114282.0,116471.0,117829.0,120727.0,123266.0,126739.0,128215.0,129715,106280.10714285714,88.0,55.0,43.0,52.0,26.0,39.0,39.0,29.0,26.0,33.0,34.0,31.0,47.0,55.0,45.0,47.0,41.0,48.0,43.0,51.0,52.0,57.0,50.0,55.0,68.0,39.0,43.0,40.0,45.57142857142857,34816
622,394513,369,"Cumberland, MD",Msa,MD,98254.0,97648.0,97538.0,96805.0,96369.0,96612.0,97023.0,97247.0,97224.0,97770.0,98837.0,99862.0,101113.0,102097.0,105147.0,107521.0,109844.0,110154.0,110767.0,111174.0,112142.0,113862.0,116055.0,118083.0,119476.0,120602.0,122228.0,124609,106287.96428571429,117.0,118.0,108.0,88.0,110.0,83.0,85.0,71.0,85.0,77.0,80.0,100.0,131.0,90.0,78.0,56.0,67.0,60.0,63.0,67.0,63.0,74.0,75.0,76.0,82.0,59.0,49.0,50.0,80.78571428571429,19131
624,394804,370,"Longview, WA",Msa,WA,291286.0,294155.0,296653.0,299561.0,301766.0,303371.0,304577.0,306898.0,310593.0,315052.0,319093.0,322603.0,326009.0,330106.0,334409.0,339140.0,343983.0,350066.0,356649.0,362657.0,368263.0,373570.0,379128.0,385504.0,391541.0,397841.0,402919.0,408130,339840.10714285716,53.0,38.0,39.0,48.0,45.0,41.0,42.0,43.0,47.0,48.0,47.0,46.0,45.0,38.0,40.0,41.0,38.0,40.0,43.0,41.0,41.0,44.0,47.0,46.0,39.0,35.0,35.0,36.0,42.357142857142854,38515
626,394709,373,"Ithaca, NY",Msa,NY,221814.0,223345.0,224529.0,225818.0,226858.0,228157.0,228479.0,228726.0,228695.0,229941.0,232353.0,234907.0,236460.0,237869.0,238990.0,240170.0,240826.0,243167.0,245964.0,248336.0,251556.0,254754.0,258241.0,261256.0,265797.0,272859.0,277693.0,283323,242531.5357142857,139.0,90.0,76.0,115.0,115.0,96.0,111.0,116.0,137.0,134.0,105.0,132.0,142.0,103.0,80.0,76.0,80.0,88.0,83.0,97.0,105.0,104.0,101.0,125.0,130.0,96.0,75.0,73.0,104.42857142857143,30981
630,394340,374,"Ashtabula, OH",Msa,OH,112501.0,111765.0,112073.0,112155.0,113331.0,115422.0,116120.0,116424.0,115537.0,115862.0,116485.0,117583.0,118566.0,119886.0,121865.0,122900.0,123887.0,124068.0,124845.0,125802.0,127331.0,130568.0,134184.0,137640.0,139910.0,141523.0,143093.0,147064,123513.92857142857,85.0,82.0,72.0,83.0,69.0,67.0,54.0,64.0,69.0,65.0,69.0,81.0,73.0,43.0,54.0,46.0,52.0,54.0,44.0,59.0,55.0,57.0,63.0,78.0,80.0,80.0,44.0,42.0,63.714285714285715,17917
632,395168,377,"Tullahoma, TN",Msa,TN,159444.0,160478.0,161508.0,162954.0,164902.0,166604.0,167685.0,168052.0,168373.0,168428.0,169341.0,170836.0,173601.0,176570.0,179381.0,181630.0,183650.0,185980.0,189520.0,195540.0,202289.0,206332.0,208143.0,210347.0,215127.0,221457.0,227981.0,235208,185048.60714285713,49.0,60.0,37.0,41.0,35.0,39.0,29.0,31.0,24.0,26.0,34.0,41.0,51.0,40.0,46.0,46.0,46.0,42.0,45.0,43.0,45.0,50.0,48.0,61.0,56.0,40.0,39.0,38.0,42.214285714285715,19790
633,395023,378,"Richmond, KY",Msa,KY,170758.0,171349.0,172141.0,173543.0,174031.0,174135.0,173466.0,174260.0,175506.0,178024.0,180680.0,183777.0,186013.0,187647.0,188751.0,190099.0,192242.0,195292.0,198365.0,201143.0,203385.0,205865.0,208484.0,211148.0,213309.0,215472.0,217501.0,220032,190586.35714285713,82.0,63.0,46.0,54.0,66.0,49.0,49.0,48.0,52.0,55.0,53.0,55.0,65.0,52.0,44.0,44.0,45.0,46.0,46.0,50.0,49.0,47.0,58.0,54.0,54.0,48.0,43.0,39.0,52.0,36800
635,394302,379,"Adrian, MI",Msa,MI,163178.0,163118.0,163188.0,163289.0,163417.0,163529.0,164574.0,166370.0,168530.0,170436.0,172001.0,173032.0,173553.0,174809.0,176431.0,179330.0,181850.0,185157.0,188329.0,192103.0,195573.0,199472.0,203349.0,206957.0,209177.0,211775.0,214794.0,218913,182365.5,97.0,73.0,63.0,85.0,60.0,62.0,64.0,64.0,58.0,62.0,72.0,77.0,84.0,45.0,45.0,45.0,44.0,48.0,53.0,55.0,48.0,58.0,54.0,67.0,69.0,49.0,37.0,43.0,60.035714285714285,20441
639,395173,380,"Twin Falls, ID",Msa,ID,229421.0,230403.0,232305.0,233903.0,235755.0,236624.0,238504.0,240472.0,243704.0,246417.0,251188.0,256366.0,263871.0,270612.0,278117.0,284844.0,292685.0,302224.0,313595.0,324915.0,334416.0,341628.0,347948.0,354159.0,360589.0,367028.0,373172.0,379632,288017.75,16.0,36.0,18.0,13.0,16.0,9.0,12.0,9.0,7.0,6.0,9.0,15.0,7.0,5.0,23.0,6.0,37.0,40.0,40.0,43.0,42.0,47.0,42.0,39.0,44.0,37.0,36.0,39.0,24.75,51411
641,394501,381,"Corning, NY",Msa,NY,109275.0,109855.0,110459.0,110209.0,109599.0,108866.0,108818.0,109235.0,109884.0,110496.0,111220.0,112485.0,113747.0,114895.0,116827.0,119152.0,121580.0,122968.0,124557.0,126105.0,127864.0,129686.0,131758.0,133428.0,131246.0,128940.0,129406.0,132729,118760.32142857143,71.0,53.0,53.0,63.0,77.0,36.0,41.0,52.0,42.0,40.0,36.0,35.0,78.0,20.0,27.0,18.0,8.0,14.0,11.0,15.0,21.0,17.0,21.0,29.0,37.0,30.0,14.0,16.0,34.82142857142857,10632
645,395080,382,"Sebring, FL",Msa,FL,145875.0,146816.0,148162.0,149718.0,150604.0,151523.0,152359.0,153698.0,154999.0,156440.0,158092.0,159765.0,161873.0,164403.0,166840.0,169627.0,172582.0,176790.0,181320.0,185816.0,189791.0,193884.0,198740.0,203011.0,207123.0,210864.0,215094.0,220136,173069.4642857143,73.0,60.0,66.0,82.0,84.0,69.0,65.0,60.0,59.0,61.0,60.0,62.0,60.0,54.0,55.0,53.0,50.0,51.0,51.0,55.0,51.0,56.0,53.0,46.0,54.0,49.0,44.0,42.0,58.035714285714285,10588
647,394953,384,"Paducah, KY",Msa,KY,113401.0,113634.0,113443.0,113169.0,112745.0,112758.0,112754.0,113265.0,113881.0,114664.0,115515.0,116323.0,117282.0,118230.0,119454.0,120707.0,122161.0,123577.0,124989.0,126222.0,127343.0,128424.0,129309.0,131627.0,133909.0,136177.0,138453.0,139942,121548.5,90.0,67.0,45.0,50.0,62.0,33.0,37.0,26.0,20.0,38.0,38.0,33.0,42.0,34.0,35.0,6.0,8.0,13.0,7.0,13.0,7.0,11.0,15.0,29.0,6.0,6.0,7.0,5.0,27.964285714285715,24883
649,395090,386,"Shelby, NC",Msa,NC,151324.0,151910.0,152462.0,153062.0,153438.0,155842.0,157293.0,160824.0,163293.0,165824.0,165748.0,165585.0,169543.0,174720.0,179207.0,179955.0,179563.0,178599.0,177833.0,178063.0,179244.0,181415.0,184179.0,188430.0,191995.0,194837.0,197233.0,200871,172581.85714285713,64.0,65.0,51.0,67.0,49.0,54.0,45.0,47.0,45.0,48.0,60.0,50.0,58.0,38.0,43.0,41.0,44.0,45.0,40.0,43.0,49.0,46.0,47.0,51.0,61.0,43.0,44.0,42.0,49.285714285714285,20145
651,394928,388,"Ocean City, NJ",Msa,NJ,382623.0,384139.0,386484.0,390809.0,395234.0,401279.0,406894.0,411397.0,413832.0,418897.0,427376.0,436070.0,444248.0,450519.0,458142.0,465689.0,478261.0,491008.0,504493.0,516971.0,530710.0,541639.0,549498.0,556894.0,564115.0,574332.0,583643.0,595575,470027.53571428574,137.0,84.0,87.0,100.0,106.0,81.0,77.0,61.0,68.0,64.0,72.0,80.0,88.0,68.0,59.0,58.0,49.0,50.0,63.0,63.0,67.0,67.0,72.0,78.0,107.0,82.0,61.0,55.0,75.14285714285714,10902
655,395038,390,"Rome, GA",Msa,GA,132542.0,133219.0,133978.0,135219.0,136484.0,137932.0,138917.0,139614.0,140099.0,141412.0,143215.0,144680.0,145991.0,146911.0,148699.0,150183.0,152352.0,154624.0,157553.0,160825.0,164004.0,167711.0,172209.0,176534.0,180147.0,184809.0,187431.0,190510,153493.0,59.0,49.0,51.0,54.0,68.0,71.0,50.0,46.0,45.0,47.0,52.0,51.0,55.0,51.0,35.0,42.0,38.0,40.0,36.0,39.0,39.0,42.0,45.0,44.0,45.0,36.0,37.0,37.0,46.57142857142857,36764
657,394441,391,"Cape Girardeau, MO",Msa,MO,163046.0,162371.0,161149.0,160046.0,159891.0,160236.0,160681.0,160824.0,162321.0,163631.0,165980.0,167435.0,169258.0,171160.0,173221.0,174982.0,176817.0,178247.0,180421.0,182505.0,185986.0,188969.0,192736.0,195454.0,197937.0,199772.0,202270.0,205614,175820.0,104.0,111.0,59.0,60.0,77.0,58.0,54.0,67.0,61.0,64.0,56.0,65.0,70.0,46.0,49.0,45.0,45.0,49.0,41.0,40.0,46.0,45.0,44.0,58.0,54.0,40.0,39.0,39.0,56.642857142857146,41588
658,394689,392,"Hot Springs, AR",Msa,AR,149898.0,151344.0,153220.0,154922.0,155920.0,156501.0,157531.0,158752.0,160272.0,162243.0,164497.0,166545.0,167648.0,169372.0,171421.0,174543.0,178500.0,183560.0,189730.0,195227.0,199530.0,202789.0,205788.0,209139.0,212593.0,215541.0,218063.0,220941,178786.7857142857,66.0,58.0,55.0,46.0,40.0,25.0,30.0,18.0,18.0,23.0,15.0,25.0,22.0,14.0,15.0,12.0,11.0,34.0,37.0,44.0,49.0,44.0,52.0,46.0,49.0,43.0,43.0,41.0,34.82142857142857,38939
