,RegionID,SizeRank,RegionName,RegionType,StateName,1/31/2020_x,2/29/2020_x,3/31/2020_x,4/30/2020_x,5/31/2020_x,6/30/2020_x,7/31/2020_x,8/31/2020_x,9/30/2020_x,10/31/2020_x,11/30/2020_x,12/31/2020_x,1/31/2021_x,2/28/2021_x,3/31/2021_x,4/30/2021_x,5/31/2021_x,6/30/2021_x,7/31/2021_x,8/31/2021_x,9/30/2021_x,10/31/2021_x,11/30/2021_x,12/31/2021_x,1/31/2022_x,2/28/2022_x,3/31/2022_x,4/30/2022_x,2020-NowAvg,1/31/2020_y,2/29/2020_y,3/31/2020_y,4/30/2020_y,5/31/2020_y,6/30/2020_y,7/31/2020_y,8/31/2020_y,9/30/2020_y,10/31/2020_y,11/30/2020_y,12/31/2020_y,1/31/2021_y,2/28/2021_y,3/31/2021_y,4/30/2021_y,5/31/2021_y,6/30/2021_y,7/31/2021_y,8/31/2021_y,9/30/2021_y,10/31/2021_y,11/30/2021_y,12/31/2021_y,1/31/2022_y,2/28/2022_y,3/31/2022_y,4/30/2022_y,2020-NowAvgDays,POPESTIMATE2020
323,394488,161,"Columbus, GA",Msa,GA,127052.0,127564.0,128162.0,128702.0,129392.0,129981.0,130645.0,130931.0,131577.0,132491.0,133852.0,135155.0,136894.0,138687.0,140658.0,142538.0,144634.0,146626.0,148336.0,149967.0,151557.0,153223.0,154722.0,156815.0,158770.0,160992.0,162580.0,164331,142029.7857142857,89.0,71.0,87.0,82.0,102.0,78.0,60.0,66.0,60.0,46.0,58.0,65.0,63.0,49.0,40.0,47.0,36.0,41.0,40.0,41.0,39.0,40.0,41.0,44.0,44.0,39.0,39.0,37.0,55.142857142857146,196442
325,394405,162,"Boulder, CO",Msa,CO,616192.0,617352.0,618422.0,618834.0,619355.0,619356.0,620339.0,623449.0,627940.0,634937.0,641719.0,648000.0,654405.0,664690.0,676111.0,690074.0,706766.0,727734.0,745051.0,756687.0,765365.0,773592.0,784309.0,796875.0,812265.0,826536.0,843106.0,861292,699669.75,65.0,41.0,37.0,45.0,43.0,41.0,45.0,43.0,42.0,45.0,46.0,53.0,42.0,38.0,34.0,34.0,29.0,34.0,37.0,38.0,36.0,39.0,43.0,38.0,38.0,33.0,30.0,23.0,39.714285714285715,107645
327,394609,165,"Fort Smith, AR",Msa,AR,113450.0,113795.0,114216.0,114643.0,114993.0,115499.0,115519.0,115417.0,115542.0,116261.0,117481.0,118364.0,119673.0,120874.0,122172.0,123260.0,124405.0,125963.0,127395.0,128951.0,130189.0,131440.0,132721.0,135032.0,137002.0,139574.0,141259.0,143265,123869.82142857143,102.0,66.0,80.0,69.0,75.0,61.0,59.0,61.0,63.0,62.0,50.0,65.0,72.0,59.0,46.0,43.0,43.0,40.0,44.0,46.0,47.0,47.0,49.0,47.0,54.0,38.0,44.0,47.0,56.392857142857146,87764
329,394543,166,"Duluth, MN",Msa,MN,173262.0,174646.0,175827.0,175947.0,175091.0,174333.0,174484.0,175759.0,177130.0,178957.0,180923.0,183638.0,186659.0,188952.0,190510.0,190672.0,192107.0,194217.0,197582.0,199903.0,202752.0,205275.0,207942.0,210277.0,212745.0,214747.0,217145.0,220630,191146.85714285713,99.0,54.0,40.0,59.0,51.0,53.0,56.0,59.0,59.0,60.0,72.0,71.0,88.0,62.0,47.0,47.0,50.0,52.0,53.0,53.0,50.0,51.0,50.0,50.0,57.0,46.0,44.0,43.0,56.285714285714285,85773
333,394348,167,"Atlantic City, NJ",Msa,NJ,213953.0,215292.0,216287.0,217516.0,219130.0,220783.0,222832.0,225254.0,229708.0,235481.0,240906.0,245522.0,247179.0,249246.0,250145.0,254570.0,259613.0,265996.0,272666.0,280710.0,286597.0,290096.0,291523.0,294593.0,298233.0,303616.0,309748.0,320180,256334.82142857142,106.0,93.0,74.0,97.0,88.0,91.0,87.0,64.0,84.0,76.0,89.0,99.0,133.0,90.0,82.0,69.0,80.0,94.0,92.0,94.0,96.0,98.0,100.0,107.0,123.0,100.0,54.0,46.0,89.5,37569
337,394924,168,"New London, CT",Msa,CT,253905.0,254822.0,254597.0,254153.0,253923.0,256583.0,259535.0,262984.0,266186.0,270269.0,275255.0,279787.0,285274.0,292689.0,298972.0,304194.0,308531.0,312265.0,315780.0,317900.0,320925.0,322681.0,322707.0,323530.0,325081.0,328881.0,335775.0,343028,292864.71428571426,116.0,78.0,54.0,68.0,63.0,56.0,59.0,56.0,59.0,66.0,87.0,92.0,87.0,56.0,53.0,53.0,52.0,55.0,57.0,60.0,63.0,67.0,63.0,77.0,65.0,52.0,48.0,45.0,64.53571428571429,26870
340,395061,169,"San Luis Obispo, CA",Msa,CA,650251.0,655516.0,658681.0,662394.0,660968.0,660547.0,661772.0,667955.0,676520.0,683972.0,690121.0,695261.0,702756.0,709026.0,718478.0,725491.0,738247.0,753475.0,771561.0,787941.0,799575.0,809444.0,821374.0,832638.0,845641.0,858441.0,874492.0,891815,738012.6071428572,75.0,48.0,44.0,65.0,74.0,59.0,58.0,49.0,52.0,53.0,49.0,59.0,54.0,40.0,41.0,41.0,39.0,43.0,44.0,40.0,41.0,40.0,42.0,47.0,44.0,37.0,36.0,37.0,48.25,47590
342,394622,170,"Gainesville, FL",Msa,FL,215102.0,217231.0,218019.0,218996.0,219636.0,220431.0,220476.0,221850.0,223654.0,226386.0,229166.0,232171.0,234727.0,236336.0,237670.0,239441.0,241737.0,245890.0,250974.0,255948.0,260030.0,263853.0,267881.0,272009.0,276338.0,281214.0,286103.0,291737,243035.92857142858,70.0,47.0,46.0,62.0,66.0,52.0,55.0,59.0,61.0,58.0,61.0,57.0,69.0,55.0,50.0,37.0,47.0,47.0,47.0,51.0,50.0,49.0,52.0,54.0,49.0,40.0,40.0,39.0,52.5,135004
344,395065,171,"Santa Cruz, CA",Msa,CA,899760.0,907409.0,916377.0,921582.0,919173.0,914486.0,917870.0,933774.0,951745.0,968519.0,982204.0,995423.0,1007397.0,1013574.0,1026518.0,1048457.0,1084248.0,1122881.0,1153959.0,1175696.0,1185548.0,1193421.0,1205875.0,1218109.0,1239133.0,1274809.0,1322678.0,1366614,1066687.107142857,91.0,41.0,39.0,52.0,50.0,48.0,48.0,48.0,45.0,42.0,44.0,48.0,57.0,40.0,39.0,40.0,40.0,41.0,43.0,41.0,43.0,41.0,44.0,50.0,40.0,38.0,39.0,38.0,45.357142857142854,64317
346,394471,172,"Clarksville, TN",Msa,TN,178191.0,179232.0,181282.0,182638.0,184545.0,185622.0,187394.0,188912.0,190574.0,192755.0,194823.0,197234.0,199624.0,201917.0,204031.0,206654.0,210057.0,214181.0,218470.0,222962.0,227031.0,231234.0,236440.0,242724.0,249145.0,254257.0,257740.0,261427,210039.14285714287,64.0,47.0,44.0,51.0,48.0,44.0,47.0,41.0,45.0,42.0,46.0,53.0,16.0,4.0,41.0,39.0,39.0,41.0,42.0,41.0,43.0,42.0,43.0,44.0,43.0,40.0,39.0,36.0,41.607142857142854,161247
348,394447,173,"Cedar Rapids, IA",Msa,IA,173259.0,173501.0,173487.0,173138.0,173356.0,173994.0,174744.0,175105.0,175447.0,176317.0,177230.0,178570.0,180487.0,183404.0,185844.0,188022.0,189810.0,191724.0,193645.0,195054.0,196892.0,199060.0,201912.0,204597.0,206611.0,207972.0,209953.0,212024,187327.10714285713,69.0,42.0,20.0,18.0,14.0,18.0,9.0,18.0,16.0,13.0,20.0,17.0,28.0,7.0,5.0,5.0,5.0,6.0,7.0,9.0,12.0,12.0,13.0,21.0,23.0,7.0,5.0,4.0,15.821428571428571,134027
350,394851,174,"Merced, CA",Msa,CA,280492.0,283247.0,285993.0,287296.0,285909.0,285958.0,290033.0,294432.0,298036.0,300112.0,305593.0,311029.0,317449.0,321789.0,328099.0,334810.0,343655.0,350162.0,357130.0,364520.0,373575.0,381128.0,386626.0,391785.0,398677.0,405512.0,414237.0,420842,335647.35714285716,71.0,48.0,45.0,54.0,54.0,56.0,48.0,46.0,50.0,46.0,50.0,53.0,48.0,42.0,44.0,41.0,42.0,42.0,42.0,41.0,42.0,43.0,45.0,49.0,47.0,41.0,37.0,39.0,46.642857142857146,88235
352,395229,175,"Wilmington, NC",Msa,NC,268454.0,270599.0,271743.0,272730.0,273600.0,274233.0,275818.0,276570.0,278500.0,280584.0,283263.0,284974.0,286850.0,289777.0,294554.0,299260.0,303622.0,307817.0,314615.0,322791.0,330939.0,336892.0,343443.0,350063.0,357842.0,365116.0,374183.0,382850,306131.5,81.0,59.0,42.0,58.0,59.0,59.0,51.0,51.0,54.0,49.0,50.0,52.0,54.0,46.0,42.0,41.0,41.0,42.0,42.0,41.0,42.0,43.0,45.0,48.0,44.0,36.0,35.0,36.0,47.964285714285715,124794
354,394741,176,"Kennewick, WA",Msa,WA,314467.0,316149.0,317059.0,316635.0,316595.0,316585.0,317498.0,318628.0,320263.0,322093.0,324290.0,326767.0,330338.0,334211.0,339052.0,344017.0,350334.0,357820.0,365728.0,373222.0,380477.0,387376.0,394881.0,402069.0,409981.0,417121.0,423824.0,429272,352384.0,78.0,56.0,46.0,52.0,47.0,46.0,45.0,50.0,47.0,46.0,48.0,57.0,49.0,49.0,43.0,43.0,42.0,43.0,41.0,41.0,41.0,41.0,43.0,44.0,45.0,38.0,37.0,37.0,46.25,84515
356,394645,177,"Greeley, CO",Msa,CO,385676.0,387372.0,389887.0,392088.0,392857.0,393134.0,394278.0,395839.0,398456.0,401792.0,405114.0,408082.0,410347.0,414306.0,419269.0,426914.0,435062.0,444432.0,455122.0,465323.0,474930.0,482052.0,488636.0,493808.0,498715.0,508201.0,519678.0,533161,436233.25,55.0,43.0,38.0,47.0,49.0,45.0,45.0,45.0,49.0,45.0,46.0,44.0,50.0,43.0,37.0,40.0,36.0,35.0,39.0,40.0,37.0,38.0,42.0,41.0,39.0,38.0,35.0,33.0,41.92857142857143,108958
358,395197,178,"Waco, TX",Msa,TX,167561.0,168550.0,169653.0,170765.0,171793.0,172708.0,173740.0,175304.0,176943.0,179079.0,181322.0,183376.0,185016.0,186428.0,188884.0,192208.0,196432.0,201022.0,206292.0,212213.0,219149.0,224096.0,228275.0,230831.0,233913.0,238330.0,243975.0,250825,197452.9642857143,66.0,50.0,47.0,53.0,51.0,48.0,46.0,46.0,47.0,51.0,47.0,49.0,51.0,46.0,42.0,39.0,39.0,40.0,40.0,43.0,43.0,43.0,44.0,46.0,48.0,38.0,37.0,38.0,45.642857142857146,141377
360,394937,179,"Olympia, WA",Msa,WA,349078.0,352271.0,356526.0,360805.0,363799.0,366111.0,369667.0,374896.0,381753.0,388411.0,394253.0,401443.0,407827.0,414475.0,420659.0,428746.0,439121.0,450497.0,462176.0,471226.0,477933.0,484375.0,492127.0,500634.0,507880.0,514047.0,518534.0,524833,427646.53571428574,5.0,5.0,4.0,5.0,4.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.107142857142857,53620
362,394323,180,"Amarillo, TX",Msa,TX,147565.0,147822.0,147914.0,148416.0,148483.0,148671.0,148463.0,149002.0,150104.0,151733.0,153708.0,155268.0,157406.0,159555.0,162172.0,164243.0,166335.0,168641.0,171387.0,174122.0,176879.0,179478.0,182285.0,184899.0,187996.0,190972.0,194037.0,196628,164792.2857142857,79.0,71.0,64.0,68.0,58.0,57.0,55.0,51.0,49.0,56.0,59.0,57.0,55.0,55.0,42.0,41.0,39.0,42.0,42.0,41.0,42.0,40.0,41.0,44.0,41.0,38.0,36.0,37.0,50.0,199654
363,394387,181,"Binghamton, NY",Msa,NY,120813.0,121699.0,122615.0,122615.0,122856.0,123484.0,124796.0,125820.0,126809.0,127917.0,129062.0,130180.0,130868.0,132401.0,133900.0,135719.0,137867.0,141109.0,144604.0,147897.0,150004.0,151226.0,151436.0,152582.0,153726.0,155309.0,156226.0,157673,136829.0357142857,115.0,141.0,81.0,159.0,110.0,66.0,73.0,93.0,85.0,82.0,100.0,119.0,132.0,97.0,73.0,67.0,63.0,72.0,75.0,80.0,87.0,86.0,77.0,101.0,102.0,79.0,68.0,68.0,91.10714285714286,44137
367,394412,183,"Bremerton, WA",Msa,WA,397298.0,399884.0,403928.0,408353.0,410440.0,413056.0,415757.0,422040.0,428710.0,437248.0,444291.0,451587.0,458781.0,466169.0,473322.0,481550.0,489538.0,500068.0,507957.0,520298.0,529106.0,539415.0,544915.0,551915.0,556958.0,568534.0,577241.0,585032,477978.25,8.0,6.0,4.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,5.0,6.0,6.0,6.0,5.75,42322
369,394811,185,"Lynchburg, VA",Msa,VA,185403.0,186006.0,186403.0,187017.0,188137.0,189636.0,191221.0,192919.0,194741.0,196828.0,198615.0,200277.0,201901.0,203732.0,205956.0,208269.0,210495.0,212658.0,214964.0,217768.0,220485.0,223682.0,226548.0,228863.0,230574.0,234124.0,238667.0,243350,207829.9642857143,16.0,14.0,12.0,16.0,12.0,15.0,12.0,10.0,15.0,13.0,17.0,26.0,12.0,11.0,5.0,5.0,8.0,6.0,6.0,6.0,10.0,9.0,9.0,11.0,5.0,4.0,4.0,4.0,10.464285714285714,81561
372,395240,186,"Yakima, WA",Msa,WA,242820.0,245517.0,248470.0,251170.0,253629.0,253616.0,253654.0,254491.0,258016.0,261792.0,264808.0,267464.0,269490.0,273003.0,276625.0,282172.0,287103.0,291947.0,296470.0,301604.0,306547.0,311001.0,315264.0,319925.0,324381.0,328852.0,332708.0,336961,282482.14285714284,79.0,47.0,40.0,58.0,51.0,52.0,49.0,48.0,52.0,53.0,53.0,57.0,57.0,51.0,46.0,47.0,50.0,48.0,49.0,48.0,50.0,54.0,51.0,56.0,60.0,46.0,43.0,41.0,51.285714285714285,94322
374,395171,191,"Tuscaloosa, AL",Msa,AL,170537.0,170602.0,170921.0,170929.0,171350.0,172154.0,173344.0,174394.0,175046.0,175930.0,177279.0,178886.0,180491.0,181831.0,183365.0,185326.0,187337.0,189476.0,191709.0,194487.0,196865.0,199006.0,200835.0,203704.0,206630.0,209992.0,212185.0,214489,186396.42857142858,81.0,56.0,54.0,52.0,55.0,52.0,50.0,52.0,55.0,50.0,56.0,61.0,66.0,45.0,50.0,46.0,42.0,45.0,45.0,50.0,46.0,50.0,46.0,57.0,53.0,41.0,40.0,38.0,51.214285714285715,102819
376,394464,196,"Chico, CA",Msa,CA,343096.0,338799.0,336205.0,335050.0,333987.0,332424.0,334395.0,337900.0,343115.0,347140.0,350448.0,353591.0,357023.0,361405.0,365319.0,369120.0,373793.0,378930.0,385977.0,392335.0,397818.0,399010.0,399155.0,398836.0,401634.0,406994.0,413322.0,417926,368026.6785714286,78.0,48.0,41.0,52.0,55.0,48.0,47.0,45.0,53.0,44.0,43.0,64.0,46.0,39.0,40.0,40.0,39.0,40.0,41.0,40.0,42.0,42.0,44.0,49.0,39.0,38.0,36.0,37.0,45.357142857142854,102867
378,394459,197,"Charlottesville, VA",Msa,VA,326531.0,327017.0,327015.0,327027.0,327484.0,328715.0,329606.0,330429.0,331337.0,333009.0,335301.0,337855.0,341285.0,345058.0,350222.0,355698.0,361214.0,366373.0,370770.0,374650.0,376881.0,379335.0,382115.0,387740.0,393313.0,398806.0,402696.0,406504,355499.5,102.0,59.0,53.0,74.0,64.0,66.0,65.0,61.0,66.0,50.0,62.0,76.0,23.0,6.0,48.0,50.0,51.0,50.0,52.0,54.0,50.0,47.0,50.0,55.0,50.0,42.0,42.0,42.0,53.92857142857143,46950
381,394468,198,"Claremont, NH",Msa,NH,229595.0,230076.0,230573.0,230898.0,231446.0,231899.0,233297.0,235275.0,237457.0,240345.0,243796.0,247420.0,251245.0,255154.0,259627.0,263052.0,266510.0,270690.0,276402.0,283880.0,289512.0,295266.0,300251.0,308937.0,315058.0,321601.0,324650.0,328472,265442.28571428574,90.0,47.0,42.0,46.0,57.0,56.0,20.0,21.0,73.0,85.0,75.0,87.0,88.0,69.0,60.0,64.0,62.0,65.0,67.0,65.0,67.0,63.0,59.0,71.0,67.0,62.0,56.0,7.0,60.392857142857146,12944
385,394361,199,"Barnstable Town, MA",Msa,MA,462967.0,466630.0,471125.0,472414.0,472816.0,472254.0,473926.0,479761.0,487909.0,497180.0,506059.0,515773.0,524434.0,535782.0,547292.0,561512.0,577976.0,597378.0,614650.0,627012.0,636710.0,647122.0,657748.0,666537.0,674645.0,680652.0,691280.0,703312,561530.5714285715,119.0,96.0,62.0,82.0,83.0,79.0,64.0,69.0,64.0,63.0,70.0,76.0,78.0,55.0,53.0,52.0,51.0,51.0,51.0,54.0,57.0,55.0,59.0,58.0,61.0,52.0,49.0,50.0,64.75,44535
389,394803,200,"Longview, TX",Msa,TX,165304.0,163270.0,160789.0,157754.0,156025.0,154708.0,154437.0,152267.0,149321.0,146404.0,145311.0,145559.0,147618.0,152157.0,157045.0,160119.0,162014.0,164172.0,166469.0,169492.0,172567.0,175371.0,177508.0,180718.0,183795.0,187442.0,189805.0,192412,163923.32142857142,81.0,103.0,40.0,66.0,81.0,77.0,39.0,43.0,36.0,38.0,49.0,49.0,44.0,30.0,38.0,47.0,43.0,53.0,50.0,48.0,66.0,60.0,64.0,62.0,58.0,56.0,51.0,43.0,54.107142857142854,81728
390,394429,201,"Burlington, VT",Msa,VT,327645.0,328102.0,329996.0,330473.0,333142.0,334377.0,336946.0,337670.0,338252.0,340023.0,342904.0,346134.0,349329.0,351683.0,355160.0,359778.0,366241.0,370558.0,376463.0,382891.0,391481.0,397877.0,403162.0,408931.0,414555.0,421430.0,427803.0,434094,365610.71428571426,45.0,26.0,18.0,40.0,69.0,61.0,59.0,60.0,66.0,79.0,68.0,86.0,70.0,48.0,56.0,59.0,60.0,61.0,63.0,61.0,59.0,7.0,7.0,6.0,12.0,6.0,6.0,6.0,45.142857142857146,42899
394,395002,202,"Prescott, AZ",Msa,AZ,321752.0,325159.0,328740.0,330589.0,332173.0,332485.0,334502.0,336398.0,341454.0,348072.0,356418.0,365212.0,372575.0,382048.0,390631.0,402251.0,411119.0,423657.0,434552.0,447106.0,456439.0,465159.0,471751.0,476710.0,482062.0,489622.0,499036.0,508378,398787.5,79.0,54.0,44.0,57.0,62.0,65.0,49.0,47.0,49.0,46.0,47.0,49.0,47.0,42.0,38.0,38.0,39.0,41.0,43.0,45.0,46.0,47.0,47.0,45.0,44.0,38.0,36.0,37.0,47.17857142857143,44837
396,395174,204,"Tyler, TX",Msa,TX,178106.0,179435.0,180266.0,181191.0,181892.0,182756.0,183581.0,185114.0,187139.0,189269.0,190921.0,191820.0,192346.0,192960.0,194494.0,196688.0,199591.0,202626.0,206144.0,210432.0,214014.0,216651.0,218190.0,219784.0,222914.0,227024.0,231458.0,236304,199753.92857142858,30.0,20.0,19.0,28.0,32.0,27.0,27.0,34.0,29.0,40.0,32.0,35.0,41.0,34.0,59.0,53.0,50.0,57.0,51.0,54.0,55.0,38.0,57.0,53.0,49.0,43.0,34.0,37.0,39.92857142857143,108222
398,394773,205,"Las Cruces, NM",Msa,NM,182081.0,181882.0,183410.0,184647.0,185366.0,185807.0,186773.0,188848.0,191439.0,194518.0,197915.0,200339.0,202304.0,203633.0,205612.0,208204.0,211428.0,215288.0,218895.0,221959.0,224791.0,227946.0,231687.0,234311.0,236508.0,238189.0,241387.0,244839,208214.5,47.0,28.0,21.0,14.0,19.0,13.0,9.0,10.0,5.0,9.0,7.0,21.0,14.0,6.0,5.0,3.0,4.0,4.0,5.0,6.0,7.0,7.0,7.0,12.0,5.0,5.0,5.0,5.0,10.821428571428571,105096
400,395030,208,"Rochester, MN",Msa,MN,243978.0,244438.0,244712.0,245300.0,247200.0,249104.0,250599.0,251503.0,252500.0,253684.0,255782.0,258966.0,262577.0,265278.0,268287.0,270364.0,273272.0,276194.0,280000.0,284035.0,286919.0,289904.0,292697.0,296022.0,299167.0,302408.0,305141.0,307859,269924.64285714284,85.0,56.0,44.0,50.0,60.0,59.0,54.0,54.0,54.0,54.0,60.0,64.0,58.0,46.0,47.0,45.0,46.0,52.0,48.0,49.0,52.0,49.0,56.0,61.0,54.0,47.0,39.0,39.0,52.92857142857143,119862
404,394848,210,"Medford, OR",Msa,OR,323543.0,324969.0,326216.0,328359.0,330774.0,332486.0,335221.0,337914.0,341277.0,344700.0,349012.0,353744.0,358113.0,364733.0,370832.0,377325.0,381710.0,387983.0,394380.0,401496.0,407909.0,414767.0,420928.0,426691.0,430860.0,434212.0,437904.0,442688,374312.35714285716,100.0,49.0,39.0,73.0,44.0,54.0,50.0,52.0,52.0,47.0,47.0,49.0,48.0,44.0,47.0,45.0,44.0,45.0,48.0,47.0,48.0,47.0,52.0,59.0,53.0,41.0,40.0,42.0,50.214285714285715,83412
406,394378,212,"Bellingham, WA",Msa,WA,445665.0,447852.0,449762.0,452145.0,454222.0,453293.0,453796.0,458753.0,465551.0,475067.0,482358.0,491767.0,496964.0,507333.0,513707.0,523370.0,526516.0,537630.0,547757.0,563936.0,577060.0,592016.0,603922.0,616088.0,628155.0,640835.0,650784.0,659643,525569.5357142857,22.0,8.0,6.0,10.0,8.0,7.0,8.0,7.0,7.0,9.0,7.0,11.0,6.0,6.0,5.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,9.0,6.0,6.0,6.0,6.0,7.607142857142857,93955
408,394765,213,"Lake Havasu City, AZ",Msa,AZ,244911.0,248351.0,250536.0,252155.0,252676.0,253598.0,255179.0,257992.0,262399.0,267303.0,272275.0,277309.0,281753.0,286866.0,292652.0,299634.0,308110.0,317264.0,326848.0,335087.0,342151.0,349092.0,356233.0,363477.0,367577.0,369703.0,372242.0,378447,301493.5714285714,68.0,48.0,46.0,57.0,60.0,68.0,54.0,50.0,47.0,50.0,51.0,55.0,49.0,43.0,47.0,44.0,47.0,46.0,46.0,47.0,48.0,48.0,51.0,62.0,49.0,42.0,41.0,44.0,50.285714285714285,57246
410,395047,214,"Saginaw, MI",Msa,MI,100588.0,100630.0,101483.0,102366.0,103600.0,104222.0,105115.0,105929.0,107436.0,108983.0,110468.0,112211.0,113986.0,116057.0,118071.0,119707.0,121853.0,124116.0,126731.0,128709.0,129735.0,131173.0,132620.0,134501.0,136249.0,137981.0,139954.0,141340,118421.92857142857,82.0,44.0,51.0,86.0,54.0,45.0,47.0,48.0,51.0,54.0,54.0,60.0,51.0,43.0,45.0,44.0,42.0,46.0,42.0,44.0,46.0,45.0,47.0,42.0,51.0,43.0,35.0,36.0,49.214285714285715,47823
414,394763,215,"Lake Charles, LA",Msa,LA,196388.0,196738.0,196847.0,196056.0,194448.0,193685.0,194094.0,196461.0,196630.0,195632.0,193243.0,192355.0,192344.0,193453.0,194702.0,195554.0,196048.0,197144.0,198500.0,200112.0,201684.0,203578.0,205590.0,209146.0,212694.0,218692.0,222924.0,226214,200391.2857142857,65.0,62.0,53.0,51.0,65.0,33.0,39.0,35.0,72.0,106.0,78.0,71.0,76.0,60.0,59.0,53.0,51.0,52.0,54.0,50.0,50.0,54.0,61.0,58.0,72.0,53.0,65.0,14.0,57.57142857142857,78433
416,394565,217,"Elkhart, IN",Msa,IN,167260.0,168065.0,169689.0,171383.0,172428.0,173346.0,174274.0,175169.0,176517.0,178235.0,180125.0,182408.0,184829.0,187226.0,189177.0,191292.0,194638.0,198349.0,202075.0,205206.0,207851.0,210338.0,213617.0,217565.0,222286.0,226933.0,232054.0,235954,193153.17857142858,55.0,23.0,18.0,27.0,22.0,29.0,41.0,50.0,36.0,46.0,49.0,60.0,42.0,39.0,37.0,38.0,39.0,38.0,40.0,41.0,40.0,39.0,40.0,41.0,41.0,37.0,36.0,34.0,38.5,52172
418,395162,221,"Torrington, CT",Msa,CT,258873.0,258518.0,258747.0,260272.0,262173.0,264075.0,266702.0,270405.0,275385.0,280781.0,286372.0,291114.0,296679.0,303185.0,310786.0,317590.0,322661.0,327798.0,333300.0,338340.0,342072.0,343602.0,346240.0,348445.0,349962.0,352426.0,355198.0,360406,306503.8214285714,141.0,102.0,62.0,81.0,90.0,60.0,66.0,67.0,67.0,77.0,93.0,114.0,109.0,89.0,69.0,63.0,61.0,67.0,79.0,79.0,77.0,81.0,87.0,102.0,111.0,83.0,57.0,51.0,81.60714285714286,33870
421,395118,222,"St. Cloud, MN",Msa,MN,216726.0,215753.0,216580.0,217593.0,220221.0,222081.0,224133.0,226563.0,228093.0,229794.0,231488.0,233504.0,236629.0,239475.0,242483.0,244816.0,248285.0,252703.0,257370.0,260988.0,263948.0,266857.0,269594.0,272480.0,274489.0,276659.0,280612.0,284497,244800.5,113.0,66.0,49.0,54.0,60.0,56.0,58.0,57.0,58.0,59.0,62.0,73.0,66.0,48.0,47.0,45.0,50.0,52.0,52.0,53.0,57.0,60.0,62.0,62.0,53.0,43.0,40.0,41.0,57.0,68510
425,394960,226,"Panama City, FL",Msa,FL,222482.0,225970.0,229374.0,230127.0,229999.0,229492.0,229515.0,230060.0,230952.0,232521.0,234111.0,235718.0,237832.0,240794.0,244232.0,247774.0,251945.0,256415.0,261444.0,267187.0,273994.0,280042.0,285221.0,289774.0,295658.0,302358.0,309799.0,316426,254329.14285714287,87.0,61.0,67.0,80.0,88.0,93.0,80.0,74.0,74.0,68.0,65.0,72.0,51.0,46.0,51.0,51.0,50.0,50.0,47.0,54.0,56.0,56.0,57.0,63.0,55.0,47.0,45.0,43.0,61.82142857142857,33734
427,394748,227,"Kingston, NY",Msa,NY,244778.0,245210.0,245263.0,245321.0,245488.0,246517.0,248907.0,253791.0,262910.0,272303.0,281080.0,287130.0,294431.0,302340.0,309993.0,315851.0,322651.0,328685.0,335781.0,340542.0,345722.0,349984.0,354724.0,357828.0,360452.0,362211.0,365015.0,366567,303266.96428571426,146.0,147.0,100.0,104.0,131.0,91.0,82.0,90.0,102.0,106.0,115.0,133.0,149.0,133.0,117.0,102.0,98.0,94.0,99.0,104.0,105.0,85.0,91.0,106.0,116.0,108.0,83.0,68.0,107.32142857142857,22736
431,394623,229,"Gainesville, GA",Msa,GA,242581.0,244253.0,245646.0,246718.0,247617.0,248702.0,249793.0,251617.0,254127.0,257044.0,259758.0,263008.0,266302.0,269717.0,273758.0,277397.0,282885.0,288453.0,296702.0,305437.0,313476.0,321739.0,330771.0,340172.0,349363.0,358216.0,365250.0,371852,286512.64285714284,86.0,67.0,62.0,55.0,64.0,66.0,65.0,64.0,54.0,53.0,57.0,56.0,54.0,43.0,37.0,36.0,40.0,37.0,35.0,41.0,42.0,41.0,42.0,50.0,48.0,37.0,36.0,37.0,50.17857142857143,44213
433,395202,230,"Warner Robins, GA",Msa,GA,148065.0,148549.0,148945.0,149716.0,150392.0,151172.0,151918.0,152841.0,153759.0,154771.0,155796.0,156775.0,157871.0,159153.0,160680.0,162291.0,163823.0,165545.0,167329.0,169528.0,171716.0,174072.0,176332.0,179191.0,182014.0,184932.0,188159.0,191602,163462.0357142857,73.0,54.0,52.0,54.0,52.0,50.0,46.0,49.0,45.0,46.0,49.0,51.0,52.0,41.0,37.0,39.0,40.0,43.0,39.0,40.0,40.0,41.0,43.0,45.0,44.0,38.0,36.0,35.0,45.5,78601
434,394716,232,"Jacksonville, NC",Msa,NC,174983.0,175194.0,175714.0,175456.0,175437.0,174988.0,175657.0,176498.0,177932.0,179134.0,180697.0,182037.0,183594.0,185208.0,187032.0,188751.0,190482.0,192961.0,196273.0,200217.0,203595.0,206673.0,209854.0,213359.0,216788.0,219933.0,223265.0,227001,191739.75,88.0,56.0,45.0,60.0,54.0,56.0,52.0,48.0,49.0,44.0,45.0,45.0,45.0,39.0,40.0,40.0,42.0,44.0,43.0,41.0,40.0,40.0,41.0,42.0,41.0,37.0,36.0,39.0,46.142857142857146,76284
